node,degree,pagerank,eigenvector,community
277736,64,5.574594544169304e-06,1.4084184043791591e-07,20
113922,44,8.982538263069924e-06,3.23981351457027e-06,13
15623,58,2.388859988795441e-05,7.606038177072482e-08,5
212232,52,5.802269431728623e-06,4.5514335957045614e-07,13
48410,42,1.2884437296189157e-05,1.7200381112871142e-05,2
179483,122,1.2869748967633504e-05,0.0003674209783666081,4
48415,107,2.8238131706705237e-05,8.605612407247426e-06,2
15661,81,2.874891839003028e-05,1.5290790077176396e-05,2
15668,44,1.747579621618024e-05,1.244574485893583e-07,0
48441,57,2.3851116121068164e-05,1.076920426706977e-92,50
15675,45,1.7584165186454287e-05,1.076920426706977e-92,51
15682,49,2.513439830287785e-05,9.24104263588525e-09,3
48463,63,1.2922663474330688e-05,1.8486722923184672e-05,0
146775,42,1.0502707039276761e-05,2.217544702234734e-06,5
310618,45,3.895504316623634e-06,1.1900803723446867e-05,13
48481,81,1.8980100827965502e-05,3.4321475462223436e-06,0
146794,42,1.1109526561539547e-05,9.611755777998226e-06,2
15723,41,1.5392662895563258e-05,1.9238861302007427e-10,16
81262,71,1.625014631779039e-05,0.0009890450445591932,2
15737,125,3.312693722344139e-05,1.3485481647732083e-05,5
48513,50,2.135380684850288e-05,3.6977512379400727e-07,3
48525,122,8.167894780594468e-06,0.09045664996984729,1
15760,201,4.439039828877158e-05,1.298263303975751e-05,5
48537,42,1.0964613631764615e-05,3.0943320080256886e-06,0
114079,44,1.8439647542710978e-05,1.076920426706977e-92,52
15784,63,2.0861824211254625e-05,8.278714260699188e-11,18
48555,58,1.645774454634143e-05,5.048444201982836e-07,5
146860,55,1.6060173328436983e-05,1.6481895318653478e-05,4
15797,40,1.4323728805631813e-05,1.343648009485788e-07,9
48579,46,1.8619212525671628e-05,4.795331535192508e-09,3
48580,90,2.275173599549761e-05,1.0875843733959266e-06,2
179653,40,8.307677029325152e-06,2.6855856135714705e-08,14
81357,108,2.8741278886296054e-05,9.109438140989027e-06,9
15821,76,2.777833840949002e-05,7.892739040488114e-06,0
15822,40,1.0437016464909097e-05,3.488181111713133e-07,2
114154,40,1.2051192313238507e-05,2.427048589696849e-08,9
114174,48,2.0280601519863554e-05,4.51208546125139e-07,3
114181,55,2.407651612122754e-05,1.076920426706977e-92,53
81429,68,2.4432431856270406e-05,1.267937862452604e-07,3
114201,43,7.55454579015397e-06,8.481975491752464e-13,2
15902,89,2.375992313028032e-05,6.190972337620418e-07,10
114209,59,1.5214132238603245e-05,4.437729200331488e-05,2
81455,63,1.4759639704799109e-05,4.458676738998604e-09,18
81463,90,2.759979085361432e-05,7.802088229435559e-06,2
81477,82,1.2165558309864133e-05,2.1499646522355504e-05,11
114253,126,5.953762324482705e-06,0.09140919475083573,1
212559,45,1.0394511610037267e-05,0.0008357148247708548,4
15952,49,1.824211562958922e-05,8.981038258628552e-08,5
15954,64,1.6843559736062778e-05,4.537588928438173e-06,5
81498,49,1.5115700388356773e-05,3.4556569126859876e-05,2
81504,52,1.8319337455836565e-05,3.832294662844675e-07,9
15972,46,1.5453967648993972e-05,1.0806569737227059e-07,5
15973,56,1.3144203262793985e-05,2.944685530034471e-06,5
81512,61,1.74241139040934e-05,1.7078966389449714e-05,4
81530,51,1.8941009890824603e-05,4.5342240397744916e-07,2
114308,69,2.0744593959283778e-05,2.182006634093508e-09,18
81559,55,1.3202457089890706e-05,1.5558371934562046e-05,6
48792,89,1.928053423111726e-05,7.95624251694324e-06,5
16032,44,1.92827739463813e-05,4.505311394092813e-07,5
81573,53,1.4864406064703774e-05,2.2357886441127855e-06,2
16041,40,1.4775805290243356e-05,4.231646012840329e-09,6
114380,60,1.5880897221002047e-05,9.928165363413875e-06,2
114381,50,1.7687095189507517e-05,2.379898059260203e-06,2
16091,73,2.8213268703245054e-05,2.9626297935711956e-07,3
16093,59,1.776267510748518e-05,4.199591107188119e-07,0
48868,52,1.4163627408984087e-05,2.979083326925299e-05,6
48870,72,2.3606796442814715e-05,9.179649096624341e-08,5
16103,70,2.1504284584708137e-05,5.959752751474214e-06,0
81648,48,1.8997354277524873e-05,4.455488279046838e-06,5
81651,58,2.296920828440535e-05,1.141787935146921e-07,5
114421,40,1.2786837603974216e-05,5.403581706492109e-08,14
114430,41,1.3921804531585206e-05,1.470122547291223e-08,6
81665,53,1.8981183412135655e-05,9.045980555191531e-07,2
147211,49,1.683126285188068e-05,3.4512835695875682e-09,3
212767,86,1.0146374342761566e-05,1.1900803723446867e-05,13
212779,59,8.874491553959556e-06,2.121240488830251e-07,15
48945,72,2.0999942922517224e-05,4.984307077085885e-07,0
81733,82,3.0393101974177964e-05,2.0595355104073776e-07,0
180043,41,1.4661738582146298e-05,6.848883448096514e-07,2
180044,66,2.014520706141193e-05,1.0323974069387073e-06,2
81740,45,1.4362299533930998e-05,1.467242728992064e-07,2
16235,46,1.8644054130333143e-05,5.298521440647553e-08,5
16242,109,3.0165191326101877e-05,8.218439102015831e-09,14
180082,63,4.935754082713402e-06,1.4084184043791591e-07,20
49012,55,1.772214098777444e-05,4.2513381815847376e-05,3
16245,111,3.0658388866388895e-05,4.044663455930712e-05,2
49019,47,2.1076911778130962e-05,1.8310362639034804e-09,9
16260,87,3.177120626654175e-05,1.5270926760561425e-07,18
49035,57,1.747680747161673e-05,1.4880999135294195e-06,0
114575,123,8.22585779066497e-06,0.00037136186671208243,4
16276,81,2.1450129779288827e-05,1.3064022905795645e-05,0
49054,53,1.262840556164672e-05,6.341814417682205e-07,5
49064,46,1.736048931671355e-05,4.6546720319541814e-07,0
16298,46,1.2360626174369751e-05,8.242696561130458e-07,0
49070,87,2.3129131680391612e-05,3.8142494133077337e-06,16
16305,40,1.1877734314416112e-05,1.1254349311140964e-06,0
16309,41,1.629791424312414e-05,3.446950547899242e-07,2
147383,49,1.5543874485026405e-05,7.031286037223383e-06,10
114620,50,1.9282883912241624e-05,7.617405090458797e-06,3
81856,67,2.100350782018591e-05,8.789150510996972e-07,5
114626,41,1.1279452663601455e-05,3.206562409031819e-06,2
49097,69,1.7752123968897226e-05,3.886075169845021e-06,0
114634,47,1.4353419818929508e-05,5.147483368670051e-06,10
212945,46,1.2337401188770141e-05,2.2470120166111902e-07,6
49108,48,2.1085711306579215e-05,7.833796508360693e-08,5
49110,44,1.8944664480861576e-05,8.963504770342942e-08,3
180198,43,8.139674504624115e-06,2.441134220677432e-10,16
16370,53,2.0138397349781038e-05,4.39219939728217e-07,0
16373,76,2.1825177163203685e-05,1.1943819445335798e-06,5
49144,50,1.735119074382348e-05,4.706007096993235e-06,0
147454,43,1.2921805925163835e-05,5.397946652731061e-07,2
212995,40,1.5176420980053136e-05,5.37502128198278e-07,6
114692,49,1.4851810517312423e-05,1.2631557933299783e-07,2
147461,58,1.5254299712974785e-05,8.435344831020742e-06,4
16392,105,4.301087528644909e-05,1.1609231462135201e-07,6
16393,133,3.655361864174012e-05,2.221220545028715e-05,5
147470,58,1.9321459264987955e-05,3.4249307179633184e-09,9
49174,52,2.3601502321222822e-05,5.34428092225002e-08,2
16408,69,2.1095457429018167e-05,3.457388507631688e-06,0
49188,43,1.8529040678273543e-05,1.4888486472172523e-07,5
49190,58,1.5707632498171894e-05,8.678089988834395e-07,5
147494,43,1.2227894893961622e-05,2.5694153177524645e-09,16
81962,61,2.3139957211839526e-05,9.984607074609401e-08,0
49195,40,1.6939118574713936e-05,2.0907248058604002e-08,3
114734,42,1.4013399222538474e-05,9.610177887886408e-09,9
213045,46,1.3953528733792873e-05,9.553135128175954e-08,9
16444,46,1.9461108393640518e-05,9.76304624776822e-08,2
49218,41,1.7055228589367692e-05,1.0965498003985915e-07,0
114761,41,1.5213208662256759e-05,5.83738223761193e-08,5
81996,108,3.387836258917379e-05,0.00026154180264431376,2
49246,53,1.613520353430362e-05,1.6517532031413277e-05,2
16484,50,1.9942265754606455e-05,4.203901738475781e-09,6
213094,47,1.1658383792768214e-05,2.5674743249493678e-05,2
82023,80,2.9279103158278193e-05,1.2731372065822016e-07,18
82027,48,1.5027908675454834e-05,7.852092502477768e-06,2
49270,56,2.6034429392566522e-05,1.7641664715961983e-09,9
49279,55,1.9035385117019485e-05,1.5921404825696097e-05,5
114816,145,1.467459065430489e-05,0.00036853290898099873,4
114817,52,1.452652508676986e-05,1.7356665871590689e-07,2
180356,47,1.0142811685979103e-05,0.00023823605791596772,5
16534,50,2.6654137297027242e-05,6.443682344295689e-08,5
82071,44,1.654608588695078e-05,9.33071202211871e-12,9
49305,46,1.2612304114093758e-05,4.440599327623568e-07,0
16549,83,2.010875385656787e-05,7.852867326405693e-09,14
49323,47,1.985257962943025e-05,3.3656326660661365e-08,5
147627,43,9.520018779959835e-06,3.438801409752369e-06,13
180399,182,4.337402045204106e-05,1.0239959649336975e-05,9
82104,67,2.252118928343087e-05,2.3310270627953526e-07,5
16577,43,1.7204606260231555e-05,7.704127877329227e-06,3
82115,78,2.8181673913712547e-05,4.526622811778062e-06,2
49362,64,1.423727752348527e-05,1.0234338985206137e-06,9
114899,48,1.6317302794500553e-05,2.977382586750753e-07,5
82143,44,7.452929313835093e-06,2.893489277405045e-09,6
114914,90,1.349039595874726e-05,0.0001425189659463137,15
16614,41,1.731682822535293e-05,1.4885283164257058e-09,5
82163,63,4.884820977611154e-06,1.4084184043791591e-07,20
246013,66,1.5768663213925363e-05,5.87913430461063e-06,5
49415,48,1.9572906874997716e-05,1.3880416438626586e-07,5
147747,62,2.125550519064383e-05,2.6205538103152326e-07,5
114981,63,2.319031156263026e-05,8.893336044162556e-09,2
16683,81,2.666654861596682e-05,1.1755802529707666e-06,5
278828,58,6.344506239160726e-06,2.2451523163105836e-06,15
16688,69,2.366221745730229e-05,2.242946940658756e-07,5
16689,41,1.4398694444639903e-05,6.624114081448135e-06,0
16690,73,2.1250647996459393e-05,3.5379474744360546e-07,5
16694,52,1.216421051995156e-05,2.893489277405045e-09,6
16702,50,2.0971526086334845e-05,3.5189815182949123e-09,16
82244,52,2.002626375754821e-05,1.8525073102680258e-08,6
82254,53,2.2782136638008386e-05,3.907012645591756e-07,5
82259,58,2.2940259167224225e-05,1.8685382426166773e-07,3
16773,86,3.253277514598226e-05,3.167991394219045e-07,5
82316,113,8.29498033735572e-06,0.00037518765812388435,4
16803,51,1.4955791949717839e-05,1.1408482625767664e-05,0
49590,86,3.216147145286957e-05,7.182223630667661e-06,10
16832,57,1.7864039002116976e-05,4.374174503508186e-08,14
16833,87,2.619387007594558e-05,8.865219382448686e-06,5
147906,69,1.698074034350855e-05,8.217625215185856e-06,9
16835,74,2.3617937659508886e-05,2.5136535064016294e-06,5
147909,69,3.043635729393511e-05,2.6456848434078343e-07,2
82380,48,1.6567418634368744e-05,1.6335756905221425e-06,5
16848,72,2.456061256389905e-05,0.0008531708013111644,13
16858,74,2.6533744798298825e-05,1.1213454708752834e-05,5
49628,85,2.1263705777408714e-05,5.291886113550038e-07,2
344544,47,4.562551572066157e-06,1.1900803723446867e-05,13
49636,77,1.688134815729384e-05,0.00010715990306959305,2
16876,56,1.7256271757704212e-05,4.234026742421271e-06,5
16877,62,2.3428744485855153e-05,1.7524321467875658e-07,5
49651,41,1.0563792587593764e-05,2.8882091446342395e-06,0
49666,41,1.7712009542436976e-05,6.162938553008902e-08,3
49702,53,1.626204965856586e-05,2.072692663014299e-07,14
82500,57,1.86714432590079e-05,8.834985149517053e-08,5
82508,54,1.7592021296373448e-05,2.063893881643018e-05,5
16976,65,1.767600180813405e-05,5.086870964881701e-06,0
16981,56,1.8595486075958845e-05,1.7575727689360642e-07,9
16996,99,2.0581934116190498e-05,1.4472568204579851e-05,5
16997,43,9.478444459844483e-06,8.293862789050699e-06,5
17004,50,2.0007958661564794e-05,1.6925000372971123e-07,9
82550,40,1.6019790731589016e-05,1.076920426706977e-92,54
17015,44,1.1585124552132858e-05,1.9452652187619676e-07,5
49799,75,1.937638827159917e-05,9.069692974745426e-06,5
82569,60,2.1815484952426798e-05,1.3765892394190555e-07,3
49816,92,2.0317128999547544e-05,3.4201810842043834e-08,18
17049,43,1.7529858988269093e-05,1.4404625132030848e-05,2
49823,67,2.466221093368701e-05,9.336710666007741e-07,0
115362,44,1.5225822085605577e-05,4.3836778286388867e-07,2
49830,55,1.3234731331146232e-05,8.154484761081454e-06,0
17062,54,2.0153599853503178e-05,0.0008678389584495498,2
49833,49,1.7776776957266418e-05,2.4929709054263395e-05,2
49856,53,1.955952723366528e-05,1.4189982436831725e-05,2
17090,89,3.831127872299887e-05,2.3622461719450163e-06,0
148162,48,1.6310701844955805e-05,7.998185539438667e-06,3
279245,105,5.9074759416123824e-06,0.0003672390224833502,4
49879,56,2.5341461951547968e-05,2.175617791986607e-08,3
17111,41,1.7309603739802512e-05,3.6761081480478917e-07,10
148201,51,1.532686191318991e-05,2.351287882527494e-06,2
115457,131,7.442665123765206e-06,0.09137406447161364,1
82694,54,2.4820953246953912e-05,1.076920426706977e-92,55
49937,47,1.8659317987457687e-05,2.8461015707939094e-09,9
17173,44,1.3985032900361393e-05,7.774518788309202e-06,0
17174,56,2.415535173828327e-05,2.114953920852088e-07,6
115482,51,1.2315928974185047e-05,1.4803335339415447e-06,2
148255,195,2.017740729569026e-05,0.00039136499428243856,4
17202,112,3.848357902329337e-05,6.490955030360419e-08,3
82743,135,3.820814293021128e-05,1.7251710576966887e-05,0
49976,44,1.4589387376146289e-05,1.4954319200928403e-05,2
82747,52,2.4276657369594786e-05,1.076920426706977e-92,56
17215,90,3.811091518763902e-05,2.8972190567312835e-07,3
82756,47,1.1068555737598857e-05,1.1222284601701248e-06,2
148295,57,1.759938889489614e-05,4.864054911755742e-07,5
82770,45,1.4604165483539325e-05,2.3325048159581623e-06,2
82771,52,1.372505106035303e-05,2.48466554991525e-08,2
17238,48,2.2127271186116955e-05,1.6310833718561193e-07,5
17239,41,1.2254576523083163e-05,2.1804190159756584e-08,0
17241,40,1.331117044388304e-05,1.4825450071375815e-08,6
17247,99,3.021430872528516e-05,1.8378844913065882e-07,9
17252,43,1.8440759026592964e-05,2.8405375605554395e-09,16
50034,135,3.7861890136646753e-05,3.251842125610876e-06,0
115586,134,8.989678335978635e-06,0.09096764473312526,1
148355,45,1.3804845678789688e-05,1.700209335531585e-08,9
82821,41,1.1855369503628279e-05,4.6535902593392555e-07,5
82830,71,2.0534668133694675e-05,8.121115575028033e-07,5
17316,58,2.0187069261861866e-05,1.023259373653723e-09,9
17322,69,2.8926605030208656e-05,2.4362401714907342e-06,10
17335,40,1.7695217733656275e-05,1.0164410434481761e-08,6
17336,74,2.0128162543535243e-05,1.6072779015179026e-05,5
50105,48,1.675503878569538e-05,2.953122689991271e-06,0
50113,56,1.7304836591955544e-05,2.342134414872202e-07,6
115651,57,1.9760259873264706e-05,8.288868946875045e-08,0
17351,42,1.8889850543336386e-05,3.259332343244003e-10,3
17364,73,1.661234989206757e-05,0.0004305651277268393,2
50153,103,3.3924838372005515e-05,1.1116453524207478e-06,5
148458,54,1.1845142954780145e-05,1.2035459350620693e-08,9
17387,41,1.1723704982338609e-05,7.6551895938158e-06,0
17393,87,1.728012778180792e-05,5.273629069178201e-05,2
17404,41,1.5208043378477265e-05,5.280015905088062e-07,2
17411,89,2.480168962781379e-05,8.202652092739893e-06,0
50180,84,2.2100949469557737e-05,2.173879743801353e-06,2
82954,49,1.4310274349163952e-05,3.3342240984616234e-07,2
115728,49,1.1572443797442852e-05,1.3792512922221333e-05,5
115773,53,1.8349463232426193e-05,4.266152134052579e-07,5
17489,49,1.7217769668338948e-05,9.229856440926834e-08,5
83026,103,3.160285683301633e-05,8.548857755941894e-06,2
17492,82,2.8424815632939997e-05,1.6413156516075572e-08,3
246869,40,1.0559884333293304e-05,5.897562866959949e-07,0
17501,159,4.0989526342463236e-05,1.1367392894990945e-05,5
17503,45,1.535436201551448e-05,3.447061890739967e-07,0
17505,98,3.3989731943217464e-05,8.847146191635135e-07,5
50279,45,1.5424575862377084e-05,7.462745768677385e-08,3
50280,80,2.5053104652288163e-05,1.9180503539106254e-05,6
50289,97,2.0913812771372494e-05,6.548381236462967e-10,16
83076,72,1.7148048480028723e-05,3.0145275380626035e-07,9
115850,52,1.149254312610691e-05,6.640118329367449e-08,15
50338,64,1.9504226041836323e-05,8.189732796237574e-07,5
50339,41,1.0654819474079123e-05,6.015019784772534e-08,9
83108,56,1.4391421441457348e-05,3.554520374864414e-05,2
50347,56,2.337854140788349e-05,2.59801333354037e-08,3
17591,58,2.3923778904798093e-05,8.407673008398605e-08,5
17599,42,1.3981638862808869e-05,4.9889335404556616e-08,0
115911,41,5.66630213841165e-06,0.01419122457665114,1
83144,65,2.4153067639768763e-05,8.278180078850803e-09,9
83157,72,1.8406894198693972e-05,4.4153919137930903e-07,5
17628,102,3.305036546874766e-05,1.831167319786736e-07,9
17630,52,2.057448044271193e-05,6.42485011351817e-07,5
181479,109,8.609602575466246e-06,0.00036727556766120593,4
115945,42,8.805091817952807e-06,3.3935020838146477e-07,6
17655,51,1.800457011133673e-05,2.7570511856482306e-07,3
115972,79,2.661640976581982e-05,4.80200015440625e-07,2
83204,60,2.379281764400772e-05,7.443210629302569e-08,3
181513,111,3.6941804764852696e-05,9.354013091830059e-08,18
83209,61,2.0085100512918198e-05,2.914457661686424e-07,5
17676,54,2.1956530554636806e-05,3.3437626265240055e-07,0
181517,49,2.007559185203958e-05,5.060851556248314e-07,2
50444,41,1.1316903808882729e-05,1.7110620416989875e-11,5
115985,57,1.420377784520597e-05,2.5712404048189653e-07,9
83225,52,1.6673916072211324e-05,9.099268448902574e-09,16
148766,41,1.4002876323747094e-05,7.726311423628688e-13,9
50540,42,1.3869563296732903e-05,4.130637905762108e-07,2
83312,48,1.0224780023893023e-05,6.464429556098498e-08,9
17799,78,2.6869916160179286e-05,6.208829691186716e-09,2
50573,47,1.697453763260777e-05,4.0544960854709766e-07,13
17805,43,1.4705842806430412e-05,8.412571300007606e-07,0
17808,56,2.4304314843119945e-05,1.0468379625075164e-07,0
116113,89,2.4046572225773892e-05,1.2186935077922888e-07,16
116117,67,1.703998542755306e-05,1.6220321760333428e-05,0
83374,41,1.0333524828069698e-05,6.681574827781814e-07,5
50607,85,2.8993617704386025e-05,5.155227203609214e-07,6
17840,41,1.4898854191602734e-05,2.6468344679434143e-07,2
83385,40,1.1349955706195222e-05,4.819071625041734e-06,2
17850,45,1.3930818690686291e-05,0.0007980697627341796,0
17853,64,2.185773192862101e-05,9.612537265085203e-08,3
116171,45,1.744110993466981e-05,3.194721793740193e-08,5
148942,47,1.6364107581275947e-05,4.613380085436415e-09,0
116188,45,1.221948637908733e-05,8.601524477155619e-06,2
116189,42,1.4709418750055889e-05,2.583059046938026e-07,6
17903,101,3.392476833111385e-05,0.0007889879042324765,5
17905,74,2.0952061884677587e-05,1.1240310919030352e-07,10
17910,57,1.5403711796042973e-05,1.4498087974641896e-07,16
116220,42,1.3040157984389489e-05,2.9474410839726102e-06,13
83453,65,1.7283419182318868e-05,6.053901367952528e-08,9
17920,61,1.7272820165017627e-05,5.230580458310392e-06,0
17930,95,3.1773881298220994e-05,4.136651981828123e-06,5
149006,55,1.0626008532398246e-05,1.8177308073830494e-10,16
149007,52,1.0445723729777218e-05,1.8180654149004835e-10,16
83474,64,1.887027296237496e-05,3.826063880303613e-07,3
83475,49,1.9972678233828696e-05,1.3845386227086046e-08,0
17940,58,1.787585534495162e-05,7.3125573677264656e-06,0
116246,215,1.961006431332173e-05,0.09881669604218778,1
17960,61,2.911897861346702e-05,2.776941924056504e-08,2
50730,69,1.3558853122606748e-05,8.364505974281496e-05,2
50731,44,2.1164601770797532e-05,2.571288204081772e-09,3
116269,54,2.0226854128384284e-05,1.5475299770225373e-05,2
17967,65,3.215174386833429e-05,1.3270827294040967e-08,5
149047,42,6.5912070789747724e-06,1.0605199001881883e-71,57
149048,50,9.386786051861403e-06,1.0605199001881883e-71,57
149049,48,8.863567170487148e-06,1.0605199001881883e-71,57
18007,72,2.602258598501785e-05,2.302757032231541e-12,16
116312,45,1.4276868469330822e-05,7.555030559836039e-08,5
149082,48,1.1697764024411493e-05,2.7952183491625485e-07,2
50783,108,2.9321954624024706e-05,4.81249823618999e-07,5
50788,75,1.6610117439257136e-05,4.565162896061268e-07,9
18020,41,1.328228075807756e-05,4.2519122711503154e-08,2
50792,49,1.3167490013252618e-05,6.402895319223974e-07,5
50794,48,1.2276497769924553e-05,7.791481435607232e-06,0
83569,61,1.639739792810385e-05,1.1897081233851448e-06,2
18033,48,1.9402915434701653e-05,2.620344730003315e-06,5
83574,65,2.3806606430655897e-05,4.150381059996364e-08,6
18046,49,1.333256288173291e-05,3.275280172050555e-08,9
116360,43,5.321187063731197e-06,1.3124856273844176e-08,7
50828,66,1.88542194439531e-05,1.2921599857667163e-06,6
83603,41,7.93793892652709e-06,6.132338973252405e-08,9
149143,161,1.0041176262771405e-05,0.09796171851727713,1
50840,46,1.8140944693186087e-05,1.8945384501661005e-79,58
18074,41,1.5145612504427684e-05,1.4371384056632632e-07,2
18075,117,3.297875597504765e-05,5.153267357994314e-06,0
18076,54,2.0556555503785506e-05,1.7692608311399617e-07,5
181924,46,1.4295812765591254e-05,1.4206649847701152e-08,6
83624,49,1.4686345294926384e-05,1.0795003809736519e-05,2
50856,45,1.3304178889442596e-05,5.225105596557933e-07,0
50859,46,1.5291914530806332e-05,3.7024635592284873e-07,2
50869,79,2.334807768862506e-05,4.214124508631553e-09,6
50871,52,1.3230750291474505e-05,2.6273600011110923e-06,5
116410,45,1.634936610154646e-05,1.6992237665978383e-09,16
18111,67,3.660798393412927e-05,6.912342388686017e-10,3
18114,136,3.4828660249033593e-05,2.826717812361237e-05,5
181970,49,1.0146385332682626e-05,3.406139793162174e-10,15
50922,52,1.8348583383842422e-05,3.362126658080199e-07,6
149236,52,6.055179800340488e-06,3.8880273917112475e-10,7
149239,45,5.3123059855282995e-06,3.8880273917112475e-10,7
18167,40,1.231210316989151e-05,4.470872908724595e-08,2
50941,94,2.1235869800118448e-05,1.455197078524285e-06,9
182017,60,7.474096337562017e-06,1.1586280475451654e-07,22
50951,70,2.1179435981628016e-05,1.4611077191568681e-07,16
50953,53,2.743687450752497e-05,3.623249693299418e-07,3
50963,42,1.751956234208363e-05,4.899518395820236e-08,0
18197,50,1.6695058631286612e-05,7.914986189669875e-06,0
50969,43,1.0179695921364428e-05,1.8604576796738483e-06,5
18202,41,1.2049658387331834e-05,5.561133998546317e-06,5
18203,58,2.2718119186653102e-05,9.028452863207384e-09,5
18208,51,2.2787382267389106e-05,2.0645944396656027e-06,2
18209,42,1.7994196078122432e-05,2.125801227819787e-07,2
149280,41,1.397883449369679e-05,7.71531451250338e-07,2
149288,57,2.2075477560628525e-05,2.0518459357633083e-07,2
50988,53,2.0596440749178413e-05,2.236049579018789e-06,5
18246,157,3.696583573732053e-05,4.4806301219308945e-06,2
18247,64,2.2354488088761614e-05,8.875773751103274e-07,2
116555,131,7.853680275768807e-06,0.09089005256566085,1
18285,101,2.2564028566919524e-05,7.245267976024701e-06,22
51059,41,1.9359825523568455e-05,8.033238686888092e-09,2
51067,66,2.721684154770797e-05,1.395454193524331e-07,5
18302,45,1.8196414425313294e-05,1.5708895490821305e-07,5
51071,43,1.1374173913577644e-05,4.909624277893429e-06,2
18306,52,1.891980954632173e-05,2.6919208979874333e-07,5
18315,68,2.006246238470426e-05,4.2026055492446095e-07,5
18324,160,3.5366607994753135e-05,3.2020081587524373e-06,5
51106,60,1.670622415853313e-05,1.2061071182350054e-08,5
116648,43,1.1851836443021309e-05,7.541753158370859e-06,2
214953,43,5.0410109992670605e-06,1.3124856273844176e-08,7
83886,48,1.0813848656087302e-05,4.447975220031563e-05,2
83897,67,2.3130068540232006e-05,3.1464169905670016e-07,0
51139,58,1.9477664154074036e-05,1.7799267709997162e-05,3
149461,53,1.986332113904686e-05,5.210339827194677e-09,5
83928,42,1.1631409267015503e-05,3.235266723404431e-06,0
18395,79,1.8875093946735673e-05,3.928073099513378e-06,0
83934,51,1.947877655149678e-05,2.458781563474498e-07,3
51177,53,1.4667562900228359e-05,4.440111007615209e-08,5
18415,41,1.1467780945257596e-05,7.151422677070518e-08,16
51187,40,1.14557690922514e-05,3.600369122764627e-06,5
83989,50,2.1387162521758265e-05,5.570353830579721e-11,16
149528,54,8.766148473598313e-06,6.934121471300123e-08,15
116761,44,1.960084925065451e-05,1.7322240719293533e-09,3
51226,64,2.3198504629101815e-05,1.98030701579539e-07,2
51230,147,3.08928851182864e-05,1.6490989937131078e-05,2
116767,72,2.7634428616260265e-05,4.8055186004088716e-08,3
18465,82,2.7816605580114876e-05,0.0007983749565089776,2
51240,50,2.0200441015554404e-05,8.027200073591525e-06,2
149545,47,9.80327434022423e-06,0.0012303743823660666,1
51242,61,2.5968336459078212e-05,1.3292976867666034e-07,2
18480,68,2.4158952507677124e-05,2.990526825763302e-07,5
84018,62,1.8104322428233965e-05,4.805038064148623e-09,2
51251,41,1.0958077583182648e-05,6.155974357885229e-06,5
51274,65,1.6754298326644393e-05,1.0283389057533297e-05,0
51280,80,1.7518851767355016e-05,2.72507166490452e-05,0
18512,48,2.4587959632253964e-05,6.107831677951825e-08,5
18519,98,3.0665064739850144e-05,6.648903710305486e-06,5
51289,42,1.800807863590013e-05,9.953172500739436e-08,3
18522,96,1.6442524280533358e-05,1.409695723898453e-07,20
84059,67,2.4632026653553473e-05,8.35228694121294e-06,2
149596,58,1.0655449063948128e-05,1.5315326033029914e-08,15
18523,51,1.436865533278784e-05,3.4182149077536097e-07,5
18528,48,1.58722557024726e-05,2.6847709889700825e-07,5
18531,49,1.7357562236973544e-05,2.1838737973996815e-07,2
18538,55,1.9165931120273597e-05,5.329937266939684e-06,5
18547,87,2.470399181931064e-05,3.9444859741715296e-07,5
247941,46,1.5532647651807567e-05,1.5750427712615904e-05,3
346257,104,5.626689640436435e-06,0.0003672770627672905,4
18579,46,1.9761090766133415e-05,3.451184005283647e-08,3
149652,43,1.3940748341588933e-05,2.7648906089079545e-09,0
149677,41,1.740142768628906e-05,1.1029739732041026e-09,2
18615,50,1.7163752632907313e-05,2.251323344549321e-08,3
247993,72,1.4664104314630664e-05,2.6979322012186164e-09,16
51397,94,2.7881567078463312e-05,8.632175077702708e-06,5
51398,76,2.845751351486696e-05,3.7631828041023974e-07,0
18633,52,1.8649034802471046e-05,8.919971488577735e-06,2
116944,55,1.3503579085910376e-05,2.8259189782475474e-06,2
51411,72,3.0525644626791836e-05,1.265550392596148e-09,6
18656,65,1.6076100534029747e-05,8.071664640554543e-07,0
116968,47,1.3062877074254727e-05,7.759164689152638e-06,14
116969,42,8.440313387386626e-06,0.0012304802566624326,1
51434,70,2.0362514855342143e-05,3.2774163852309336e-07,0
84202,52,1.5090101178980956e-05,2.2155666368445657e-08,6
116970,41,9.814844988836154e-06,0.00014275570430872066,2
18680,42,1.7944086815010658e-05,5.914397123254931e-09,3
51459,75,2.3200730688159726e-05,3.3731890121566554e-07,5
51461,62,2.3370379282324777e-05,1.575339876619958e-07,5
18701,78,2.869790108170558e-05,9.030258322042994e-08,5
51475,55,2.328574791828101e-05,7.622680317283074e-08,2
215317,42,1.4702822200870458e-05,1.9697612559840515e-07,3
182552,60,1.701238924050779e-05,1.0499862700414524e-07,3
182559,43,1.1141629828516613e-05,1.2750409896925513e-07,9
18720,42,1.4751372883726698e-05,1.82918806939822e-07,0
84264,41,1.4518149253562733e-05,1.0011012614691557e-06,0
117033,49,1.2147780371345835e-05,1.2693067343861299e-06,2
18734,75,3.5085711514106754e-05,1.4175124814276553e-05,6
149806,63,1.371530425556164e-05,2.097723774753943e-06,5
18737,43,1.5872591824456134e-05,1.7358772755049276e-09,2
18739,50,2.110582630102298e-05,1.6044733885694433e-07,5
